ObservationDate,ObservationTime,EntryDateTime,StationNumber,StationName,Latitude,Longitude,TotalPrecipAmt,NewSnowDepth,NewSnowSWE,TotalSnowDepth,TotalSnowSWE,DateTimeStamp
2024-12-10, 07:48 AM, 2024-12-11 07:48 AM, DE-KN-28, Magnolia 1.4 SSE, 39.0518, -75.4654, 0.00, 0.0, NA, NA, NA, 2024-12-11 12:48 PM
2024-12-10, 07:48 AM, 2024-12-30 06:58 AM, DE-SS-62, Delmar 0.1 WSW, 38.458138, -75.572359, 0.00, 0.0, NA, NA, NA, 2024-12-30 11:57 AM
2024-12-10, 08:00 AM, 2024-12-10 07:59 AM, DE-SS-80, Bridgeville 3.0 ESE, 38.72328, -75.55297, 0.00, 0.0, 0.00, 0.0, 0.00, 2024-12-10 12:58 PM
2024-12-10, 08:00 AM, 2024-12-10 08:45 AM, DE-SS-66, Lewes 3.6 SW, 38.74766, -75.20289, 0.00, 0.0, NA, NA, NA, 2024-12-10 01:44 PM
2024-12-10, 08:00 AM, 2024-12-10 08:57 AM, DE-SS-90, Lincoln 2.9 WSW, 38.854474, -75.473816, 0.01, NA, NA, NA, NA, 2024-12-10 01:56 PM
2024-12-10, 08:00 AM, 2024-12-10 08:57 AM, DE-KN-36, Felton 1.7 NW, 39.02544, -75.6017, T, NA, NA, NA, NA, 2024-12-10 01:57 PM
2024-12-10, 08:00 AM, 2024-12-10 09:00 AM, DE-KN-32, Dover 0.5 SSW, 39.15103, -75.52012, 0.01, NA, NA, NA, NA, 2024-12-10 01:59 PM
2024-12-10, 08:00 AM, 2024-12-10 09:39 AM, DE-KN-1, Felton 3.6 NE, 39.03257, -75.516933, 0.00, 0.0, NA, NA, NA, 2024-12-10 02:39 PM
2024-12-10, 08:00 AM, 2024-12-11 07:50 AM, DE-SS-64, Laurel 3.5 NNE, 38.605, -75.5601, 0.00, 0.0, NA, NA, NA, 2024-12-11 12:49 PM
2024-12-10, 08:00 AM, 2024-12-11 09:17 AM, DE-KN-12, Camden 3.7 ESE, 39.0841102600098, -75.4921722412109, T, NA, NA, NA, NA, 2024-12-11 02:16 PM
2024-12-10, 08:15 AM, 2024-12-10 08:24 AM, DE-KN-16, Harrington 2.1 ENE, 38.930137, -75.534292, T, NA, NA, NA, NA, 2024-12-10 01:23 PM
2024-12-10, 12:00 PM, 2024-12-10 03:24 PM, DE-NC-34, Newark 2.3 NNW, 39.706609, -75.776054, 0.03, NA, NA, NA, NA, 2024-12-10 08:23 PM
2024-12-10, 06:00 PM, 2025-01-20 01:37 PM, DE-NC-84, Newark 2.7 S, 39.63731, -75.75162, 0.00, 0.0, NA, NA, NA, 2025-01-20 06:36 PM
2024-12-09, 04:00 AM, 2024-12-09 04:13 AM, DE-KN-9, Dover 5.1 WSW, 39.12966667, -75.6125, 0.00, 0.0, NA, NA, NA, 2024-12-09 09:13 AM
2024-12-09, 04:30 AM, 2024-12-09 04:37 AM, DE-NC-10, Newport 2.4 WNW, 39.725585, -75.648791, 0.00, 0.0, NA, NA, NA, 2024-12-09 09:37 AM
2024-12-09, 05:00 AM, 2024-12-09 05:02 AM, DE-SS-85, Greenwood 4.6 WNW, 38.841166, -75.666295, 0.00, 0.0, NA, NA, NA, 2024-12-09 10:01 AM
2024-12-09, 05:00 AM, 2024-12-09 07:24 AM, DE-SS-15, Selbyville 7.1 E, 38.461155, -75.089328, 0.00, 0.0, NA, NA, NA, 2024-12-09 12:23 PM
2024-12-09, 06:00 AM, 2024-12-09 09:19 AM, DE-NC-35, Middletown 5.2 ENE, 39.4891815185547, -75.629997253418, 0.00, 0.0, NA, NA, NA, 2024-12-09 02:19 PM
2024-12-09, 06:51 AM, 2024-12-09 06:51 AM, DE-SS-62, Delmar 0.1 WSW, 38.458138, -75.572359, 0.00, 0.0, NA, NA, NA, 2024-12-09 11:51 AM
2024-12-09, 07:00 AM, 2024-12-09 06:13 AM, DE-SS-94, Bridgeville 2.6 W, 38.748762, -75.650622, 0.00, 0.0, NA, NA, NA, 2024-12-09 11:13 AM
2024-12-09, 07:00 AM, 2024-12-09 06:33 AM, DE-SS-79, Frankford 6.2 E, 38.523319, -75.117694, 0.00, 0.0, NA, NA, NA, 2024-12-09 11:32 AM
2024-12-09, 07:00 AM, 2024-12-09 06:52 AM, DE-SS-60, Lewes 4.6 SSW, 38.72241, -75.192571, 0.00, 0.0, NA, NA, NA, 2024-12-09 11:52 AM
2024-12-09, 07:00 AM, 2024-12-09 06:55 AM, DE-SS-16, Seaford 0.8 SW, 38.641779, -75.627133, 0.00, 0.0, NA, NA, NA, 2024-12-09 11:55 AM
2024-12-09, 07:00 AM, 2024-12-09 06:56 AM, DE-NC-74, Newport 1.0 WNW, 39.719486, -75.62449, 0.00, 0.0, NA, NA, NA, 2024-12-09 11:56 AM
2024-12-09, 07:00 AM, 2024-12-09 07:11 AM, DE-NC-2, Newark 3.9 SSW, 39.624942, -75.786129, 0.00, 0.0, NA, NA, NA, 2024-12-09 12:11 PM
2024-12-09, 07:00 AM, 2024-12-09 07:15 AM, DE-SS-41, Millsboro 1.3 W, 38.5819473266602, -75.3158798217773, 0.00, 0.0, NA, NA, NA, 2024-12-09 12:15 PM
2024-12-09, 07:00 AM, 2024-12-09 07:29 AM, DE-SS-46, Seaford 0.6 WSW, 38.645, -75.6261, 0.00, 0.0, NA, NA, NA, 2024-12-09 12:29 PM
2024-12-09, 07:00 AM, 2024-12-09 07:57 AM, DE-NC-4, Middletown 0.9 SSE, 39.439325, -75.707126, 0.00, 0.0, NA, NA, NA, 2024-12-09 12:56 PM
2024-12-09, 07:00 AM, 2024-12-09 07:58 AM, DE-KN-37, Magnolia 2.4 NNW, 39.103544, -75.486243, 0.00, 0.0, NA, NA, NA, 2024-12-09 12:57 PM
2024-12-09, 07:00 AM, 2024-12-09 08:03 AM, DE-SS-76, Long Neck 6.5 NW, 38.684853, -75.237325, 0.00, 0.0, NA, NA, NA, 2024-12-09 01:03 PM
2024-12-09, 07:00 AM, 2024-12-09 08:18 AM, DE-SS-48, Ellendale 3.4 ENE, 38.8317108154297, -75.3690032958984, 0.00, 0.0, NA, NA, NA, 2024-12-09 01:17 PM
2024-12-09, 07:00 AM, 2024-12-09 08:20 AM, DE-NC-40, Wilmington 5.6 N, 39.8166579, -75.518258, 0.00, 0.0, NA, NA, NA, 2024-12-09 01:20 PM
2024-12-09, 07:00 AM, 2024-12-09 08:41 AM, DE-SS-6, Seaford 2.3 SSE, 38.618918, -75.598454, 0.00, 0.0, NA, NA, NA, 2024-12-09 01:40 PM
2024-12-09, 07:00 AM, 2024-12-09 08:46 AM, DE-SS-84, Millsboro 5.6 ENE, 38.629929, -75.205951, 0.00, 0.0, NA, 0.0, NA, 2024-12-09 01:45 PM
2024-12-09, 07:00 AM, 2024-12-09 09:39 AM, DE-SS-78, Rehoboth Beach 3.3 SW, 38.689058, -75.131104, 0.00, 0.0, NA, NA, NA, 2024-12-09 02:39 PM
2024-12-09, 07:00 AM, 2024-12-09 09:52 AM, DE-SS-3, Delmar 4.3 E, 38.469094, -75.492328, 0.00, 0.0, NA, 0.0, NA, 2024-12-09 02:52 PM
2024-12-09, 07:00 AM, 2024-12-09 10:03 AM, DE-SS-73, Laurel 5.6 ESE, 38.5319, -75.4732, 0.00, 0.0, NA, NA, NA, 2024-12-09 03:03 PM
2024-12-09, 07:00 AM, 2024-12-09 10:36 AM, DE-KN-33, Smyrna 3.5 SSW, 39.246458, -75.622281, 0.00, 0.0, 0.00, 0.0, 0.00, 2024-12-09 03:35 PM
2024-12-09, 07:00 AM, 2024-12-10 07:27 AM, DE-SS-31, Dagsboro 7.1 ENE, 38.576814, -75.121908, 0.00, 0.0, NA, NA, NA, 2024-12-10 12:27 PM
2024-12-09, 07:00 AM, 2024-12-12 07:51 PM, DE-SS-91, Milton 3.7 ESE, 38.763028, -75.246825, 0.00, 0.0, NA, NA, NA, 2024-12-13 12:50 AM
2024-12-09, 07:00 AM, 2024-12-13 03:04 PM, DE-NC-76, Middletown 4.9 NW, 39.506, -75.7719, 0.00, 0.0, NA, NA, NA, 2024-12-13 08:03 PM
2024-12-09, 07:00 AM, 2024-12-14 12:20 PM, DE-SS-89, Milton 7.6 SSE, 38.68592, -75.23765, 0.00, 0.0, NA, NA, NA, 2024-12-14 05:19 PM
2024-12-09, 07:00 AM, 2024-12-17 09:41 AM, DE-KN-24, Felton 0.4 E, 39.0098304748535, -75.5712280273438, 0.00, 0.0, NA, NA, NA, 2024-12-17 02:40 PM
2024-12-09, 07:15 AM, 2024-12-09 07:22 AM, DE-SS-92, Dagsboro 6.3 E, 38.55891, -75.13219, 0.00, 0.0, NA, NA, NA, 2024-12-09 12:21 PM
2024-12-09, 07:15 AM, 2024-12-09 07:30 AM, DE-KN-16, Harrington 2.1 ENE, 38.930137, -75.534292, 0.00, 0.0, NA, NA, NA, 2024-12-09 12:30 PM
2024-12-09, 07:17 AM, 2024-12-09 07:17 AM, DE-KN-28, Magnolia 1.4 SSE, 39.0518, -75.4654, 0.00, 0.0, NA, NA, NA, 2024-12-09 12:17 PM
2024-12-09, 07:27 AM, 2024-12-09 07:28 AM, DE-NC-68, Wilmington 6.8 W, 39.742279, -75.668155, 0.00, 0.0, NA, NA, NA, 2024-12-09 12:28 PM
2024-12-09, 07:29 AM, 2024-12-09 07:46 AM, DE-SS-87, Milton 3.7 SW, 38.735857, -75.3544133, 0.00, 0.0, NA, NA, NA, 2024-12-09 12:46 PM
2024-12-09, 07:55 AM, 2024-12-09 07:59 AM, DE-KN-20, Clayton 1.5 SW, 39.2803287506104, -75.6558801233768, 0.00, 0.0, NA, NA, NA, 2024-12-09 12:58 PM
2024-12-09, 08:00 AM, 2024-12-09 07:07 AM, DE-SS-64, Laurel 3.5 NNE, 38.605, -75.5601, 0.00, 0.0, NA, NA, NA, 2024-12-09 12:07 PM
2024-12-09, 08:00 AM, 2024-12-09 07:58 AM, DE-SS-80, Bridgeville 3.0 ESE, 38.72328, -75.55297, 0.00, 0.0, 0.00, 0.0, 0.00, 2024-12-09 12:58 PM
2024-12-09, 08:00 AM, 2024-12-09 08:03 AM, DE-SS-66, Lewes 3.6 SW, 38.74766, -75.20289, 0.00, 0.0, NA, NA, NA, 2024-12-09 01:02 PM
2024-12-09, 08:00 AM, 2024-12-09 08:03 AM, DE-KN-32, Dover 0.5 SSW, 39.15103, -75.52012, 0.00, 0.0, NA, NA, NA, 2024-12-09 01:02 PM
2024-12-09, 08:00 AM, 2024-12-09 08:06 AM, DE-KN-1, Felton 3.6 NE, 39.03257, -75.516933, 0.00, 0.0, NA, NA, NA, 2024-12-09 01:06 PM
2024-12-09, 08:00 AM, 2024-12-09 08:38 AM, DE-SS-90, Lincoln 2.9 WSW, 38.854474, -75.473816, 0.00, 0.0, NA, NA, NA, 2024-12-09 01:37 PM
2024-12-09, 08:00 AM, 2024-12-09 09:01 AM, DE-KN-36, Felton 1.7 NW, 39.02544, -75.6017, 0.00, 0.0, NA, NA, NA, 2024-12-09 02:00 PM
2024-12-09, 08:00 AM, 2024-12-09 01:32 PM, DE-KN-12, Camden 3.7 ESE, 39.0841102600098, -75.4921722412109, 0.00, 0.0, NA, NA, NA, 2024-12-09 06:32 PM
2024-12-09, 08:20 AM, 2024-12-09 08:20 AM, DE-SS-44, Lewes 3.9 SW, 38.744523, -75.204769, 0.00, 0.0, NA, NA, NA, 2024-12-09 01:20 PM
2024-12-09, 12:00 PM, 2024-12-10 03:25 PM, DE-NC-34, Newark 2.3 NNW, 39.706609, -75.776054, 0.00, 0.0, NA, NA, NA, 2024-12-10 08:24 PM
2024-12-09, 06:00 PM, 2024-12-10 04:53 PM, DE-NC-84, Newark 2.7 S, 39.63731, -75.75162, 0.05, NA, NA, NA, NA, 2024-12-10 09:52 PM
2024-12-08, 04:00 AM, 2024-12-08 04:00 AM, DE-KN-9, Dover 5.1 WSW, 39.12966667, -75.6125, 0.00, 0.0, NA, NA, NA, 2024-12-08 09:00 AM
2024-12-08, 04:30 AM, 2024-12-08 04:12 AM, DE-NC-10, Newport 2.4 WNW, 39.725585, -75.648791, 0.00, 0.0, NA, NA, NA, 2024-12-08 09:11 AM
2024-12-08, 05:00 AM, 2024-12-08 05:45 AM, DE-SS-85, Greenwood 4.6 WNW, 38.841166, -75.666295, 0.00, 0.0, NA, NA, NA, 2024-12-08 10:45 AM
2024-12-08, 05:00 AM, 2024-12-08 06:22 AM, DE-SS-15, Selbyville 7.1 E, 38.461155, -75.089328, 0.00, 0.0, NA, NA, NA, 2024-12-08 11:22 AM
2024-12-08, 06:00 AM, 2024-12-08 09:35 AM, DE-NC-35, Middletown 5.2 ENE, 39.4891815185547, -75.629997253418, 0.00, 0.0, NA, NA, NA, 2024-12-08 02:35 PM
2024-12-08, 07:00 AM, 2024-12-08 06:34 AM, DE-SS-79, Frankford 6.2 E, 38.523319, -75.117694, 0.00, 0.0, NA, NA, NA, 2024-12-08 11:34 AM
2024-12-08, 07:00 AM, 2024-12-08 06:51 AM, DE-SS-16, Seaford 0.8 SW, 38.641779, -75.627133, 0.00, 0.0, NA, NA, NA, 2024-12-08 11:50 AM
2024-12-08, 07:00 AM, 2024-12-08 07:05 AM, DE-KN-20, Clayton 1.5 SW, 39.2803287506104, -75.6558801233768, 0.00, 0.0, NA, NA, NA, 2024-12-08 12:05 PM
2024-12-08, 07:00 AM, 2024-12-08 07:13 AM, DE-NC-40, Wilmington 5.6 N, 39.8166579, -75.518258, 0.00, 0.0, NA, NA, NA, 2024-12-08 12:13 PM
2024-12-08, 07:00 AM, 2024-12-08 07:19 AM, DE-NC-4, Middletown 0.9 SSE, 39.439325, -75.707126, 0.00, 0.0, NA, NA, NA, 2024-12-08 12:19 PM
2024-12-08, 07:00 AM, 2024-12-08 07:26 AM, DE-SS-60, Lewes 4.6 SSW, 38.72241, -75.192571, 0.00, 0.0, NA, NA, NA, 2024-12-08 12:25 PM
2024-12-08, 07:00 AM, 2024-12-08 08:02 AM, DE-SS-41, Millsboro 1.3 W, 38.5819473266602, -75.3158798217773, 0.00, 0.0, NA, NA, NA, 2024-12-08 01:01 PM
2024-12-08, 07:00 AM, 2024-12-08 08:08 AM, DE-SS-76, Long Neck 6.5 NW, 38.684853, -75.237325, 0.00, 0.0, NA, NA, NA, 2024-12-08 01:07 PM
2024-12-08, 07:00 AM, 2024-12-08 08:19 AM, DE-SS-91, Milton 3.7 ESE, 38.763028, -75.246825, 0.00, 0.0, NA, NA, NA, 2024-12-08 01:18 PM
2024-12-08, 07:00 AM, 2024-12-08 08:26 AM, DE-SS-48, Ellendale 3.4 ENE, 38.8317108154297, -75.3690032958984, 0.00, 0.0, NA, NA, NA, 2024-12-08 01:26 PM
2024-12-08, 07:00 AM, 2024-12-08 08:33 AM, DE-NC-74, Newport 1.0 WNW, 39.719486, -75.62449, 0.00, 0.0, NA, NA, NA, 2024-12-08 01:33 PM
2024-12-08, 07:00 AM, 2024-12-08 09:17 AM, DE-SS-94, Bridgeville 2.6 W, 38.748762, -75.650622, 0.00, 0.0, NA, NA, NA, 2024-12-08 02:16 PM
2024-12-08, 07:00 AM, 2024-12-08 09:25 AM, DE-NC-2, Newark 3.9 SSW, 39.624942, -75.786129, 0.00, 0.0, NA, NA, NA, 2024-12-08 02:25 PM
2024-12-08, 07:00 AM, 2024-12-08 01:12 PM, DE-SS-3, Delmar 4.3 E, 38.469094, -75.492328, 0.00, 0.0, NA, NA, NA, 2024-12-08 06:11 PM
2024-12-08, 07:00 AM, 2024-12-08 11:52 PM, DE-SS-84, Millsboro 5.6 ENE, 38.629929, -75.205951, 0.00, 0.0, NA, 0.0, NA, 2024-12-09 04:52 AM
2024-12-08, 07:00 AM, 2024-12-09 12:30 PM, DE-SS-46, Seaford 0.6 WSW, 38.645, -75.6261, 0.00, 0.0, NA, NA, NA, 2024-12-09 12:29 PM
2024-12-08, 07:00 AM, 2024-12-09 07:59 AM, DE-KN-37, Magnolia 2.4 NNW, 39.103544, -75.486243, 0.00, 0.0, NA, NA, NA, 2024-12-09 12:59 PM
2024-12-08, 07:00 AM, 2024-12-09 08:41 AM, DE-SS-6, Seaford 2.3 SSE, 38.618918, -75.598454, 0.00, 0.0, NA, NA, NA, 2024-12-09 01:40 PM
2024-12-08, 07:00 AM, 2024-12-09 10:03 AM, DE-SS-73, Laurel 5.6 ESE, 38.5319, -75.4732, 0.00, 0.0, NA, NA, NA, 2024-12-09 03:03 PM
2024-12-08, 07:00 AM, 2024-12-09 10:36 AM, DE-KN-33, Smyrna 3.5 SSW, 39.246458, -75.622281, 0.00, 0.0, 0.00, 0.0, 0.00, 2024-12-09 03:36 PM
2024-12-08, 07:00 AM, 2024-12-10 07:27 AM, DE-SS-31, Dagsboro 7.1 ENE, 38.576814, -75.121908, 0.00, 0.0, NA, NA, NA, 2024-12-10 12:27 PM
2024-12-08, 07:00 AM, 2024-12-13 03:04 PM, DE-NC-76, Middletown 4.9 NW, 39.506, -75.7719, 0.00, 0.0, NA, NA, NA, 2024-12-13 08:03 PM
2024-12-08, 07:00 AM, 2024-12-14 12:20 PM, DE-SS-89, Milton 7.6 SSE, 38.68592, -75.23765, 0.00, 0.0, NA, NA, NA, 2024-12-14 05:19 PM
2024-12-08, 07:00 AM, 2024-12-17 09:41 AM, DE-KN-24, Felton 0.4 E, 39.0098304748535, -75.5712280273438, 0.00, 0.0, NA, NA, NA, 2024-12-17 02:40 PM
2024-12-08, 07:15 AM, 2024-12-08 07:18 AM, DE-SS-92, Dagsboro 6.3 E, 38.55891, -75.13219, 0.00, 0.0, NA, NA, NA, 2024-12-08 12:17 PM
2024-12-08, 07:29 AM, 2024-12-08 09:30 AM, DE-SS-87, Milton 3.7 SW, 38.735857, -75.3544133, 0.00, 0.0, NA, NA, NA, 2024-12-08 02:29 PM
2024-12-08, 07:53 AM, 2024-12-08 07:53 AM, DE-KN-28, Magnolia 1.4 SSE, 39.0518, -75.4654, 0.00, 0.0, NA, NA, NA, 2024-12-08 12:53 PM
2024-12-08, 07:53 AM, 2024-12-08 07:54 AM, DE-SS-44, Lewes 3.9 SW, 38.744523, -75.204769, 0.00, 0.0, NA, NA, NA, 2024-12-08 12:53 PM
2024-12-08, 08:00 AM, 2024-12-08 07:59 AM, DE-SS-66, Lewes 3.6 SW, 38.74766, -75.20289, 0.00, 0.0, NA, NA, NA, 2024-12-08 12:59 PM
2024-12-08, 08:00 AM, 2024-12-08 08:15 AM, DE-KN-16, Harrington 2.1 ENE, 38.930137, -75.534292, 0.00, 0.0, NA, NA, NA, 2024-12-08 01:14 PM
2024-12-08, 08:00 AM, 2024-12-08 08:18 AM, DE-KN-1, Felton 3.6 NE, 39.03257, -75.516933, 0.00, 0.0, NA, NA, NA, 2024-12-08 01:17 PM
2024-12-08, 08:00 AM, 2024-12-08 08:36 AM, DE-SS-90, Lincoln 2.9 WSW, 38.854474, -75.473816, 0.00, 0.0, NA, NA, NA, 2024-12-08 01:36 PM
2024-12-08, 08:00 AM, 2024-12-08 09:21 AM, DE-SS-80, Bridgeville 3.0 ESE, 38.72328, -75.55297, 0.00, 0.0, 0.00, 0.0, 0.00, 2024-12-08 02:20 PM
2024-12-08, 08:00 AM, 2024-12-08 11:55 AM, DE-KN-36, Felton 1.7 NW, 39.02544, -75.6017, 0.00, 0.0, NA, NA, NA, 2024-12-08 04:54 PM
2024-12-08, 08:00 AM, 2024-12-09 07:08 AM, DE-SS-64, Laurel 3.5 NNE, 38.605, -75.5601, 0.00, 0.0, NA, NA, NA, 2024-12-09 12:07 PM
2024-12-08, 08:00 AM, 2024-12-09 01:32 PM, DE-KN-12, Camden 3.7 ESE, 39.0841102600098, -75.4921722412109, 0.00, 0.0, NA, NA, NA, 2024-12-09 06:32 PM
2024-12-08, 12:00 PM, 2024-12-10 03:24 PM, DE-NC-34, Newark 2.3 NNW, 39.706609, -75.776054, 0.00, 0.0, NA, NA, NA, 2024-12-10 08:24 PM
2024-12-08, 04:36 PM, 2024-12-08 04:37 PM, DE-SS-62, Delmar 0.1 WSW, 38.458138, -75.572359, 0.00, 0.0, NA, NA, NA, 2024-12-08 09:36 PM
2024-12-08, 06:00 PM, 2024-12-10 09:54 PM, DE-NC-84, Newark 2.7 S, 39.63731, -75.75162, 0.00, 0.0, NA, NA, NA, 2024-12-10 09:53 PM
2024-12-07, 04:30 AM, 2024-12-07 04:36 AM, DE-KN-9, Dover 5.1 WSW, 39.12966667, -75.6125, 0.00, 0.0, NA, NA, NA, 2024-12-07 09:36 AM
2024-12-07, 04:30 AM, 2024-12-07 04:47 AM, DE-NC-10, Newport 2.4 WNW, 39.725585, -75.648791, 0.00, 0.0, NA, NA, NA, 2024-12-07 09:46 AM
