ObservationDate,ObservationTime,EntryDateTime,StationNumber,StationName,Latitude,Longitude,TotalPrecipAmt,NewSnowDepth,NewSnowSWE,TotalSnowDepth,TotalSnowSWE,DateTimeStamp
2024-12-10, 07:15 AM, 2024-12-10 09:46 AM, AK-FN-38, Fairbanks 18.4 WNW, 64.9509, -148.2157, 0.00, 0.0, NA, 23.0, NA, 2024-12-10 06:46 PM
2024-12-10, 08:00 AM, 2024-12-10 08:03 AM, AK-FN-39, Anaktuvuk Pass 63.8 NE, 68.626617, -149.59452, 0.00, 0.0, 0.00, NA, NA, 2024-12-10 05:03 PM
2024-12-10, 08:00 AM, 2024-12-10 08:10 AM, AK-PW-11, Metlakatla 0.5 SSE, 55.11823, -131.57613, 0.12, 0.0, NA, 0.0, NA, 2024-12-10 05:09 PM
2024-12-10, 08:00 AM, 2024-12-10 08:15 AM, AK-HB-2, Haines 0.5 NNE, 59.247309, -135.433272, 0.14, 0.0, 0.00, 0.0, NA, 2024-12-10 05:15 PM
2024-12-10, 08:00 AM, 2024-12-10 08:19 AM, AK-AB-81, Eagle River 5.1 SE, 61.270311, -149.474528, 0.00, 0.0, NA, NA, NA, 2024-12-10 05:19 PM
2024-12-10, 08:00 AM, 2024-12-10 08:49 AM, AK-FN-19, North Pole 1.0 N, 64.7678, -147.3492, 0.00, 0.0, 0.00, 12.0, NA, 2024-12-10 05:48 PM
2024-12-10, 08:00 AM, 2024-12-11 08:19 PM, AK-AB-38, Eagle River 7.8 SE, 61.22724, -149.44008, T, T, T, 3.5, NA, 2024-12-12 05:19 AM
2024-12-10, 08:30 AM, 2024-12-10 10:21 AM, AK-MS-26, Trapper Creek 2.2 N, 62.28062, -150.42229, 0.30, 0.0, NA, 6.0, NA, 2024-12-10 07:20 PM
2024-12-10, 08:30 AM, 2024-12-27 11:02 AM, AK-MS-22, Chickaloon 1.7 WSW, 61.785933, -148.529285, 0.00, 0.0, NA, NA, NA, 2024-12-27 08:02 PM
2024-12-10, 09:00 AM, 2024-12-10 09:13 AM, AK-FN-32, Fairbanks 6.3 W, 64.839853, -147.863861, 0.00, 0.0, 0.00, 14.5, NA, 2024-12-10 06:12 PM
2024-12-10, 09:00 AM, 2024-12-10 09:20 AM, AK-PW-13, Metlakatla 5.4 S, 55.046351, -131.585692, 0.11, 0.0, NA, 0.0, NA, 2024-12-10 06:19 PM
2024-12-10, 09:30 AM, 2024-12-10 01:55 PM, AK-KP-3, Soldotna 5.1 E, 60.490192, -150.913854, 0.00, 0.0, NA, 13.0, NA, 2024-12-10 10:55 PM
2024-12-10, 09:30 AM, 2024-12-10 05:15 PM, AK-FN-35, Fairbanks 18.9 WNW, 64.92429, -148.258627, 0.00, 0.0, NA, NA, NA, 2024-12-11 02:14 AM
2024-12-10, 10:07 AM, 2024-12-10 10:10 AM, AK-JB-19, Juneau 12.2 SW, 58.279635, -134.397515, 0.38, NA, NA, NA, NA, 2024-12-10 07:09 PM
2024-12-10, 11:45 AM, 2024-12-17 08:29 AM, AK-BC-4, Sleetmute 1.4 SSE, 61.70253, -157.169917, 0.04, NA, NA, NA, NA, 2024-12-17 05:29 PM
2024-12-10, 05:30 PM, 2024-12-10 05:21 PM, AK-SF-3, Tok 1.7 NE, 63.32, -143.004, 0.00, 0.0, 0.00, 13.5, NA, 2024-12-11 02:20 AM
2024-12-09, 05:00 AM, 2024-12-09 05:11 AM, AK-SF-6, Delta Junction 9.8 SE, 63.96291, -145.48059, 0.00, 0.0, NA, NA, NA, 2024-12-09 02:11 PM
2024-12-09, 06:00 AM, 2024-12-09 07:32 AM, AK-JB-11, Juneau 5.6 NW, 58.35684, -134.53131, 0.05, 0.0, NA, 7.0, NA, 2024-12-09 04:31 PM
2024-12-09, 06:00 AM, 2024-12-11 09:26 AM, AK-AB-21, Eagle River 2.6 ESE, 61.312243, -149.495798, 0.00, 0.0, NA, NA, NA, 2024-12-11 06:26 PM
2024-12-09, 06:47 AM, 2024-12-09 07:11 AM, AK-MS-30, Palmer 2.6 NW, 61.627525, -149.161597, T, NA, NA, NA, NA, 2024-12-09 04:11 PM
2024-12-09, 07:00 AM, 2024-12-09 06:51 AM, AK-KP-7, Soldotna 9.5 E, 60.494368, -150.784236, T, NA, NA, NA, NA, 2024-12-09 03:51 PM
2024-12-09, 07:00 AM, 2024-12-09 07:06 AM, AK-AB-62, Anchorage 8.3 SSE, 61.11375, -149.77678, T, NA, NA, 6.0, NA, 2024-12-09 04:06 PM
2024-12-09, 07:00 AM, 2024-12-09 07:22 AM, AK-MS-19, Trapper Creek 8.5 SSW, 62.1329, -150.5371, 0.29, 1.1, 0.13, 6.0, 1.26, 2024-12-09 04:21 PM
2024-12-09, 07:00 AM, 2024-12-09 07:33 AM, AK-MS-12, Talkeetna 7.6 S, 62.227249, -150.073073, 0.06, T, T, 5.5, 1.18, 2024-12-09 04:33 PM
2024-12-09, 07:00 AM, 2024-12-09 05:45 PM, AK-AB-52, Anchorage 4.7 SSW, 61.1529, -149.9346, T, 0.0, 0.00, 9.5, NA, 2024-12-10 02:44 AM
2024-12-09, 07:15 AM, 2024-12-10 09:47 AM, AK-FN-38, Fairbanks 18.4 WNW, 64.9509, -148.2157, 0.00, 0.0, NA, 23.5, NA, 2024-12-10 06:46 PM
2024-12-09, 07:15 AM, 2024-12-09 07:24 AM, AK-JB-17, Juneau 23.3 W, 58.44102, -134.76997, 0.00, 0.0, NA, NA, NA, 2024-12-09 04:24 PM
2024-12-09, 08:00 AM, 2024-12-09 08:10 AM, AK-FN-39, Anaktuvuk Pass 63.8 NE, 68.626617, -149.59452, 0.00, 0.0, 0.00, NA, NA, 2024-12-09 05:10 PM
2024-12-09, 08:00 AM, 2024-12-09 08:15 AM, AK-PW-11, Metlakatla 0.5 SSE, 55.11823, -131.57613, 0.01, 0.0, NA, 0.0, NA, 2024-12-09 05:15 PM
2024-12-09, 08:00 AM, 2024-12-09 08:32 AM, AK-FN-19, North Pole 1.0 N, 64.7678, -147.3492, 0.00, 0.0, 0.00, 12.0, NA, 2024-12-09 05:31 PM
2024-12-09, 08:00 AM, 2024-12-09 08:34 AM, AK-AB-81, Eagle River 5.1 SE, 61.270311, -149.474528, T, NA, NA, NA, NA, 2024-12-09 05:33 PM
2024-12-09, 08:00 AM, 2024-12-09 09:06 AM, AK-HB-2, Haines 0.5 NNE, 59.247309, -135.433272, 0.14, 0.2, 0.14, 0.2, NA, 2024-12-09 06:05 PM
2024-12-09, 08:00 AM, 2024-12-09 10:42 PM, AK-AB-38, Eagle River 7.8 SE, 61.22724, -149.44008, 0.02, T, T, 4.0, NA, 2024-12-10 07:42 AM
2024-12-09, 08:30 AM, 2024-12-09 10:16 AM, AK-MS-26, Trapper Creek 2.2 N, 62.28062, -150.42229, 0.06, 0.4, NA, 6.5, NA, 2024-12-09 07:16 PM
2024-12-09, 08:30 AM, 2024-12-27 11:02 AM, AK-MS-22, Chickaloon 1.7 WSW, 61.785933, -148.529285, 0.00, 0.0, NA, NA, NA, 2024-12-27 08:01 PM
2024-12-09, 09:00 AM, 2024-12-09 09:14 AM, AK-FN-32, Fairbanks 6.3 W, 64.839853, -147.863861, 0.00, 0.0, 0.00, 14.5, NA, 2024-12-09 06:13 PM
2024-12-09, 09:00 AM, 2024-12-09 11:17 AM, AK-FN-16, Fairbanks 4.4 W, 64.844663, -147.797308, 0.00, 0.0, NA, 13.0, NA, 2024-12-09 08:17 PM
2024-12-09, 09:30 AM, 2024-12-09 03:56 PM, AK-KP-3, Soldotna 5.1 E, 60.490192, -150.913854, 0.10, 0.0, NA, 13.0, NA, 2024-12-10 12:56 AM
2024-12-09, 09:30 AM, 2024-12-10 05:15 PM, AK-FN-35, Fairbanks 18.9 WNW, 64.92429, -148.258627, 0.00, 0.0, NA, NA, NA, 2024-12-11 02:14 AM
2024-12-09, 11:45 AM, 2024-12-17 08:29 AM, AK-BC-4, Sleetmute 1.4 SSE, 61.70253, -157.169917, NA, 1.0, NA, 13.2, NA, 2024-12-17 05:29 PM
2024-12-09, 05:30 PM, 2024-12-09 05:21 PM, AK-SF-3, Tok 1.7 NE, 63.32, -143.004, 0.00, 0.0, 0.00, 13.5, NA, 2024-12-10 02:21 AM
2024-12-08, 06:00 AM, 2024-12-08 06:53 AM, AK-JB-11, Juneau 5.6 NW, 58.35684, -134.53131, 0.00, 0.0, NA, 7.0, NA, 2024-12-08 03:52 PM
2024-12-08, 06:00 AM, 2024-12-08 09:37 AM, AK-AB-21, Eagle River 2.6 ESE, 61.312243, -149.495798, 0.00, 0.0, NA, NA, NA, 2024-12-08 06:36 PM
2024-12-08, 06:44 AM, 2024-12-08 06:56 AM, AK-SF-6, Delta Junction 9.8 SE, 63.96291, -145.48059, 0.00, 0.0, NA, NA, NA, 2024-12-08 03:55 PM
2024-12-08, 06:51 AM, 2024-12-08 07:20 AM, AK-MS-30, Palmer 2.6 NW, 61.627525, -149.161597, 0.00, 0.0, NA, NA, NA, 2024-12-08 04:20 PM
2024-12-08, 07:00 AM, 2024-12-08 06:52 AM, AK-KP-7, Soldotna 9.5 E, 60.494368, -150.784236, T, NA, NA, NA, NA, 2024-12-08 03:51 PM
2024-12-08, 07:00 AM, 2024-12-08 07:08 AM, AK-MS-19, Trapper Creek 8.5 SSW, 62.1329, -150.5371, 0.02, 0.0, 0.00, 4.5, NA, 2024-12-08 04:08 PM
2024-12-08, 07:00 AM, 2024-12-08 07:32 AM, AK-MS-12, Talkeetna 7.6 S, 62.227249, -150.073073, 0.00, 0.0, 0.00, 6.0, NA, 2024-12-08 04:31 PM
2024-12-08, 07:00 AM, 2024-12-08 12:22 PM, AK-AB-52, Anchorage 4.7 SSW, 61.1529, -149.9346, 0.00, 0.0, 0.00, 9.5, NA, 2024-12-08 09:22 PM
2024-12-08, 07:15 AM, 2024-12-08 07:54 AM, AK-FN-38, Fairbanks 18.4 WNW, 64.9509, -148.2157, 0.00, 0.0, NA, 24.0, NA, 2024-12-08 04:53 PM
2024-12-08, 07:30 AM, 2024-12-08 10:37 AM, AK-AB-81, Eagle River 5.1 SE, 61.270311, -149.474528, 0.00, 0.0, NA, NA, NA, 2024-12-08 07:37 PM
2024-12-08, 08:00 AM, 2024-12-08 09:17 AM, AK-FN-19, North Pole 1.0 N, 64.7678, -147.3492, 0.00, 0.0, 0.00, 13.0, NA, 2024-12-08 06:16 PM
2024-12-08, 08:00 AM, 2024-12-08 09:53 AM, AK-FN-39, Anaktuvuk Pass 63.8 NE, 68.626617, -149.59452, 0.02, 0.9, 0.02, NA, NA, 2024-12-08 06:52 PM
2024-12-08, 08:00 AM, 2024-12-08 12:43 PM, AK-AB-38, Eagle River 7.8 SE, 61.22724, -149.44008, 0.00, 0.0, 0.00, 4.0, NA, 2024-12-08 09:43 PM
2024-12-08, 08:00 AM, 2024-12-09 08:14 AM, AK-PW-11, Metlakatla 0.5 SSE, 55.11823, -131.57613, 0.05, 0.0, NA, 0.0, NA, 2024-12-09 05:14 PM
2024-12-08, 08:30 AM, 2024-12-08 11:06 AM, AK-MS-26, Trapper Creek 2.2 N, 62.28062, -150.42229, 0.00, 0.0, NA, 6.0, NA, 2024-12-08 08:05 PM
2024-12-08, 08:30 AM, 2024-12-27 11:01 AM, AK-MS-22, Chickaloon 1.7 WSW, 61.785933, -148.529285, 0.00, 0.0, NA, NA, NA, 2024-12-27 08:01 PM
2024-12-08, 08:35 AM, 2024-12-08 08:42 AM, AK-FN-32, Fairbanks 6.3 W, 64.839853, -147.863861, 0.00, 0.0, 0.00, 15.0, NA, 2024-12-08 05:41 PM
2024-12-08, 08:45 AM, 2024-12-08 08:58 AM, AK-JB-17, Juneau 23.3 W, 58.44102, -134.76997, 0.00, 0.0, NA, NA, NA, 2024-12-08 05:57 PM
2024-12-08, 09:30 AM, 2024-12-09 08:41 AM, AK-KP-3, Soldotna 5.1 E, 60.490192, -150.913854, 0.02, 0.0, NA, 15.0, NA, 2024-12-09 05:40 PM
2024-12-08, 09:30 AM, 2024-12-10 05:15 PM, AK-FN-35, Fairbanks 18.9 WNW, 64.92429, -148.258627, 0.00, 0.0, NA, NA, NA, 2024-12-11 02:15 AM
2024-12-08, 05:30 PM, 2024-12-08 06:41 PM, AK-SF-3, Tok 1.7 NE, 63.32, -143.004, 0.00, 0.0, 0.00, 13.5, NA, 2024-12-09 03:41 AM
2024-12-07, 06:00 AM, 2024-12-07 09:40 AM, AK-AB-21, Eagle River 2.6 ESE, 61.312243, -149.495798, 0.00, 0.0, NA, NA, NA, 2024-12-07 06:39 PM
2024-12-07, 06:00 AM, 2024-12-08 06:53 AM, AK-JB-11, Juneau 5.6 NW, 58.35684, -134.53131, 0.00, 0.0, NA, 7.0, NA, 2024-12-08 03:53 PM
2024-12-07, 06:48 AM, 2024-12-07 07:18 AM, AK-MS-30, Palmer 2.6 NW, 61.627525, -149.161597, 0.00, 0.0, NA, NA, NA, 2024-12-07 04:17 PM
2024-12-07, 07:00 AM, 2024-12-07 07:02 AM, AK-KP-7, Soldotna 9.5 E, 60.494368, -150.784236, T, NA, NA, NA, NA, 2024-12-07 04:01 PM
2024-12-07, 07:00 AM, 2024-12-07 07:11 AM, AK-MS-12, Talkeetna 7.6 S, 62.227249, -150.073073, 0.00, 0.0, 0.00, 6.5, NA, 2024-12-07 04:11 PM
2024-12-07, 07:00 AM, 2024-12-07 07:22 AM, AK-MS-19, Trapper Creek 8.5 SSW, 62.1329, -150.5371, 0.00, 0.0, 0.00, 4.5, NA, 2024-12-07 04:22 PM
2024-12-07, 07:00 AM, 2024-12-08 06:57 AM, AK-SF-6, Delta Junction 9.8 SE, 63.96291, -145.48059, 0.00, 0.0, NA, NA, NA, 2024-12-08 03:56 PM
2024-12-07, 07:00 AM, 2024-12-08 12:21 PM, AK-AB-52, Anchorage 4.7 SSW, 61.1529, -149.9346, T, 0.0, 0.00, 9.5, NA, 2024-12-08 09:21 PM
2024-12-07, 07:15 AM, 2024-12-07 07:17 AM, AK-JB-17, Juneau 23.3 W, 58.44102, -134.76997, 0.00, 0.0, NA, NA, NA, 2024-12-07 04:17 PM
2024-12-07, 07:15 AM, 2024-12-07 08:19 AM, AK-FN-38, Fairbanks 18.4 WNW, 64.9509, -148.2157, T, T, NA, 24.0, NA, 2024-12-07 05:19 PM
2024-12-07, 07:30 AM, 2024-12-07 07:32 AM, AK-AB-81, Eagle River 5.1 SE, 61.270311, -149.474528, 0.00, 0.0, NA, NA, NA, 2024-12-07 04:31 PM
2024-12-07, 08:00 AM, 2024-12-07 08:09 AM, AK-PW-11, Metlakatla 0.5 SSE, 55.11823, -131.57613, 0.45, 0.0, NA, 0.0, NA, 2024-12-07 05:08 PM
2024-12-07, 08:00 AM, 2024-12-07 08:48 AM, AK-FN-39, Anaktuvuk Pass 63.8 NE, 68.626617, -149.59452, 0.04, 0.4, 0.05, NA, NA, 2024-12-07 05:48 PM
2024-12-07, 08:00 AM, 2024-12-07 09:25 AM, AK-FN-19, North Pole 1.0 N, 64.7678, -147.3492, 0.00, 0.0, 0.00, 13.0, NA, 2024-12-07 06:24 PM
2024-12-07, 08:00 AM, 2024-12-07 11:40 AM, AK-JB-19, Juneau 12.2 SW, 58.279635, -134.397515, NA, NA, NA, NA, NA, 2024-12-07 08:40 PM
2024-12-07, 08:00 AM, 2024-12-08 12:43 PM, AK-AB-38, Eagle River 7.8 SE, 61.22724, -149.44008, 0.01, 0.1, 0.01, 4.0, NA, 2024-12-08 09:43 PM
2024-12-07, 08:30 AM, 2024-12-07 10:53 AM, AK-MS-26, Trapper Creek 2.2 N, 62.28062, -150.42229, 0.00, 0.0, NA, 6.0, NA, 2024-12-07 07:53 PM
2024-12-07, 08:30 AM, 2024-12-27 11:01 AM, AK-MS-22, Chickaloon 1.7 WSW, 61.785933, -148.529285, 0.00, 0.0, NA, NA, NA, 2024-12-27 08:00 PM
2024-12-07, 09:00 AM, 2024-12-07 09:03 AM, AK-FN-32, Fairbanks 6.3 W, 64.839853, -147.863861, 0.00, 0.0, 0.00, 15.0, NA, 2024-12-07 06:02 PM
2024-12-07, 09:30 AM, 2024-12-07 05:29 PM, AK-KP-3, Soldotna 5.1 E, 60.490192, -150.913854, 0.00, 0.0, NA, 15.0, NA, 2024-12-08 02:28 AM
2024-12-07, 09:30 AM, 2024-12-10 05:15 PM, AK-FN-35, Fairbanks 18.9 WNW, 64.92429, -148.258627, 0.00, 0.0, NA, NA, NA, 2024-12-11 02:15 AM
2024-12-07, 05:30 PM, 2024-12-07 05:20 PM, AK-SF-3, Tok 1.7 NE, 63.32, -143.004, 0.00, 0.0, 0.00, 13.5, NA, 2024-12-08 02:20 AM
2024-12-06, 06:00 AM, 2024-12-06 05:02 AM, AK-JB-11, Juneau 5.6 NW, 58.35684, -134.53131, 0.67, 0.0, NA, 7.0, NA, 2024-12-06 02:01 PM
2024-12-06, 06:00 AM, 2024-12-06 04:14 PM, AK-AB-21, Eagle River 2.6 ESE, 61.312243, -149.495798, 0.00, 0.0, NA, NA, NA, 2024-12-07 01:13 AM
2024-12-06, 06:45 AM, 2024-12-06 06:48 AM, AK-JB-17, Juneau 23.3 W, 58.44102, -134.76997, 0.38, NA, NA, NA, NA, 2024-12-06 03:47 PM
2024-12-06, 06:51 AM, 2024-12-06 07:21 AM, AK-MS-30, Palmer 2.6 NW, 61.627525, -149.161597, 0.11, NA, NA, NA, NA, 2024-12-06 04:20 PM
2024-12-06, 07:00 AM, 2024-12-06 07:01 AM, AK-KP-7, Soldotna 9.5 E, 60.494368, -150.784236, 0.03, 0.0, NA, NA, NA, 2024-12-06 04:01 PM
2024-12-06, 07:00 AM, 2024-12-06 07:03 AM, AK-MS-12, Talkeetna 7.6 S, 62.227249, -150.073073, 0.03, 0.0, 0.00, 6.5, NA, 2024-12-06 04:02 PM
2024-12-06, 07:00 AM, 2024-12-06 07:06 AM, AK-AB-62, Anchorage 8.3 SSE, 61.11375, -149.77678, 0.01, NA, NA, 7.0, NA, 2024-12-06 04:05 PM
2024-12-06, 07:00 AM, 2024-12-06 11:19 AM, AK-AB-52, Anchorage 4.7 SSW, 61.1529, -149.9346, 0.05, 0.0, 0.00, 9.5, NA, 2024-12-06 08:19 PM
2024-12-06, 07:00 AM, 2024-12-08 06:56 AM, AK-SF-6, Delta Junction 9.8 SE, 63.96291, -145.48059, 0.05, NA, NA, NA, NA, 2024-12-08 03:56 PM
2024-12-06, 07:30 AM, 2024-12-06 07:59 AM, AK-MS-19, Trapper Creek 8.5 SSW, 62.1329, -150.5371, 0.16, 0.3, 0.03, 4.5, NA, 2024-12-06 04:58 PM
2024-12-06, 08:00 AM, 2024-12-06 08:05 AM, AK-PW-11, Metlakatla 0.5 SSE, 55.11823, -131.57613, 2.11, 0.0, NA, 0.0, NA, 2024-12-06 05:05 PM
2024-12-06, 08:00 AM, 2024-12-06 08:15 AM, AK-HB-2, Haines 0.5 NNE, 59.247309, -135.433272, 0.52, 0.0, 0.00, 0.0, NA, 2024-12-06 05:15 PM
2024-12-06, 08:00 AM, 2024-12-06 08:30 AM, AK-FN-19, North Pole 1.0 N, 64.7678, -147.3492, 0.05, 0.4, 0.05, 13.0, NA, 2024-12-06 05:30 PM
2024-12-06, 08:00 AM, 2024-12-06 09:24 AM, AK-FN-39, Anaktuvuk Pass 63.8 NE, 68.626617, -149.59452, 0.03, 0.3, 0.03, NA, NA, 2024-12-06 06:24 PM
2024-12-06, 08:00 AM, 2024-12-06 12:22 PM, AK-AB-38, Eagle River 7.8 SE, 61.22724, -149.44008, 0.07, T, T, 4.0, NA, 2024-12-06 09:21 PM
2024-12-06, 08:00 AM, 2024-12-06 05:00 PM, AK-AB-81, Eagle River 5.1 SE, 61.270311, -149.474528, T, NA, NA, NA, NA, 2024-12-07 01:59 AM
2024-12-06, 08:30 AM, 2024-12-06 09:00 AM, AK-YK-1, Yakutat 2.5 SE, 59.5370498, -139.7032394, 1.30, NA, NA, NA, NA, 2024-12-06 05:59 PM
2024-12-06, 08:30 AM, 2024-12-06 10:07 AM, AK-MS-26, Trapper Creek 2.2 N, 62.28062, -150.42229, 0.05, 0.5, NA, 6.0, NA, 2024-12-06 07:07 PM
2024-12-06, 08:30 AM, 2024-12-27 11:01 AM, AK-MS-22, Chickaloon 1.7 WSW, 61.785933, -148.529285, 0.00, 0.0, NA, NA, NA, 2024-12-27 08:00 PM
2024-12-06, 08:40 AM, 2024-12-06 08:54 AM, AK-FN-32, Fairbanks 6.3 W, 64.839853, -147.863861, 0.07, 0.6, 0.08, 15.0, NA, 2024-12-06 05:54 PM
2024-12-06, 09:00 AM, 2024-12-06 09:07 AM, AK-PW-13, Metlakatla 5.4 S, 55.046351, -131.585692, 1.61, 0.0, NA, 0.0, NA, 2024-12-06 06:07 PM
2024-12-06, 09:30 AM, 2024-12-06 04:51 PM, AK-KP-3, Soldotna 5.1 E, 60.490192, -150.913854, 0.00, 0.0, NA, 15.0, NA, 2024-12-07 01:51 AM
2024-12-06, 09:30 AM, 2024-12-06 05:21 PM, AK-FN-35, Fairbanks 18.9 WNW, 64.92429, -148.258627, 0.08, NA, NA, NA, NA, 2024-12-07 02:20 AM
2024-12-06, 11:45 AM, 2024-12-17 08:28 AM, AK-BC-4, Sleetmute 1.4 SSE, 61.70253, -157.169917, 0.19, 1.6, NA, 13.7, NA, 2024-12-17 05:28 PM
2024-12-06, 12:00 PM, 2024-12-06 12:01 PM, AK-JB-19, Juneau 12.2 SW, 58.279635, -134.397515, 0.68, NA, NA, NA, NA, 2024-12-06 09:00 PM
2024-12-06, 05:30 PM, 2024-12-06 05:21 PM, AK-SF-3, Tok 1.7 NE, 63.32, -143.004, 0.00, 0.0, 0.00, 14.0, NA, 2024-12-07 02:20 AM
2024-12-05, 05:00 AM, 2024-12-05 05:11 AM, AK-SF-6, Delta Junction 9.8 SE, 63.96291, -145.48059, 0.00, 0.0, NA, NA, NA, 2024-12-05 02:10 PM
2024-12-05, 06:00 AM, 2024-12-05 06:02 AM, AK-JB-11, Juneau 5.6 NW, 58.35684, -134.53131, 0.49, 0.0, NA, 10.0, NA, 2024-12-05 03:02 PM
2024-12-05, 06:00 AM, 2024-12-05 04:16 PM, AK-AB-21, Eagle River 2.6 ESE, 61.312243, -149.495798, 0.09, NA, NA, NA, NA, 2024-12-06 01:15 AM
2024-12-05, 06:45 AM, 2024-12-05 06:46 AM, AK-JB-17, Juneau 23.3 W, 58.44102, -134.76997, 0.72, NA, NA, NA, NA, 2024-12-05 03:46 PM
2024-12-05, 06:47 AM, 2024-12-05 07:06 AM, AK-MS-30, Palmer 2.6 NW, 61.627525, -149.161597, T, NA, NA, NA, NA, 2024-12-05 04:05 PM
2024-12-05, 07:00 AM, 2024-12-05 06:49 AM, AK-KP-7, Soldotna 9.5 E, 60.494368, -150.784236, 0.21, NA, NA, NA, NA, 2024-12-05 03:48 PM
2024-12-05, 07:00 AM, 2024-12-05 07:02 AM, AK-MS-19, Trapper Creek 8.5 SSW, 62.1329, -150.5371, 0.02, 0.0, 0.00, 5.0, NA, 2024-12-05 04:01 PM
2024-12-05, 07:00 AM, 2024-12-05 07:20 AM, AK-MS-12, Talkeetna 7.6 S, 62.227249, -150.073073, 0.02, 0.0, 0.00, 7.0, NA, 2024-12-05 04:19 PM
2024-12-05, 07:00 AM, 2024-12-06 11:13 AM, AK-AB-52, Anchorage 4.7 SSW, 61.1529, -149.9346, 0.11, 0.0, 0.00, 10.0, NA, 2024-12-06 08:12 PM
2024-12-05, 07:00 AM, 2024-12-05 07:35 AM, AK-AB-62, Anchorage 8.3 SSE, 61.11375, -149.77678, 0.04, NA, NA, 7.0, NA, 2024-12-05 04:35 PM
2024-12-05, 07:00 AM, 2024-12-19 08:51 AM, AK-PW-1, Edna Bay 1.3 E, 55.955264, -133.61775, 0.30, NA, NA, NA, NA, 2024-12-19 05:51 PM
2024-12-05, 08:00 AM, 2024-12-05 08:31 AM, AK-FN-39, Anaktuvuk Pass 63.8 NE, 68.626617, -149.59452, T, T, T, NA, NA, 2024-12-05 05:30 PM
2024-12-05, 08:00 AM, 2024-12-05 08:06 AM, AK-PW-11, Metlakatla 0.5 SSE, 55.11823, -131.57613, 2.00, 0.0, NA, 0.0, NA, 2024-12-05 05:06 PM
2024-12-05, 08:00 AM, 2024-12-05 08:25 AM, AK-HB-2, Haines 0.5 NNE, 59.247309, -135.433272, 1.15, 0.0, 0.00, 3.2, NA, 2024-12-05 05:25 PM
2024-12-05, 08:00 AM, 2024-12-05 08:47 AM, AK-FN-19, North Pole 1.0 N, 64.7678, -147.3492, 0.00, 0.0, 0.00, 13.0, NA, 2024-12-05 05:47 PM
2024-12-05, 08:00 AM, 2024-12-05 05:36 PM, AK-AB-38, Eagle River 7.8 SE, 61.22724, -149.44008, 0.11, T, T, 5.0, NA, 2024-12-06 02:36 AM
2024-12-05, 08:30 AM, 2024-12-27 11:00 AM, AK-MS-22, Chickaloon 1.7 WSW, 61.785933, -148.529285, 0.00, 0.0, NA, NA, NA, 2024-12-27 08:00 PM
2024-12-05, 08:40 AM, 2024-12-05 09:00 AM, AK-AB-81, Eagle River 5.1 SE, 61.270311, -149.474528, T, NA, NA, NA, NA, 2024-12-05 06:00 PM
